complaint_id,complaint_timestamp,purchase_date,purchase_time,venue_id,venue_name,venue_type,anonymised_complaint_text,symptoms,symptom_onset_hours,food_item,meal_type,inspection_date,inspection_score,inspection_status,previous_violation,location_zone,vulnerable_area_flag,duplicate_group_id,ground_truth_cluster_id
CMP-11378,2026-08-13 12:02:45,2026-08-13,00:26:35,VEN-017,Neighborhood Eatery 17,Bakery,Felt unwell after having Fried Rice at Neighborhood Eatery 17. Minor stomach discomfort.,"Stomachache, Nausea, Vomiting",5.1,Falafel Wrap,Lunch,2026-06-01,73.0,PASS,Minor Sanitation,Zone-2 South,0,NONE,NOISE
CMP-11379,2026-08-29 15:15:06,2026-08-27,16:14:52,VEN-049,Neighborhood Eatery 49,Restaurant,Felt unwell after having Sushi Roll at Neighborhood Eatery 49. Minor stomach discomfort.,Dizziness,10.6,Fish Tacos,Lunch,2026-06-01,98.0,PASS,Minor Sanitation,Zone-2 South,0,NONE,NOISE
CMP-11380,2026-07-06 12:41:10,2026-07-05,21:58:48,VEN-023,Neighborhood Eatery 23,Cafe,Felt unwell after having Sushi Roll at Neighborhood Eatery 23. Minor stomach discomfort.,Headache,6.5,Grilled Chicken Salad,Dinner,2026-06-01,81.0,PASS,Storage Labels Missing,Zone-2 South,0,NONE,NOISE
CMP-11381,2026-07-21 14:50:17,2026-07-20,12:53:22,VEN-049,Neighborhood Eatery 49,Restaurant,Felt unwell after having Ice Cream at Neighborhood Eatery 49. Minor stomach discomfort.,Fatigue,7.1,Falafel Wrap,Dinner,2026-06-01,98.0,PASS,Minor Sanitation,Zone-2 South,0,NONE,NOISE
CMP-11382,2026-08-03 10:03:16,2026-08-03,00:59:07,VEN-008,Pizzeria Roma,Restaurant,Felt unwell after having Steak Bowl at Pizzeria Roma. Minor stomach discomfort.,"Nausea, Vomiting",20.4,Pasta Alfredo,Breakfast,2026-06-01,85.0,PASS,None,Zone-1 North,0,NONE,NOISE
CMP-11383,2026-07-29 21:50:11,2026-07-28,03:31:45,VEN-041,Neighborhood Eatery 41,Restaurant,Felt unwell after having Falafel Wrap at Neighborhood Eatery 41. Minor stomach discomfort.,"Vomiting, Diarrhea",4.3,Fried Rice,Dinner,2026-06-01,72.0,PASS,Storage Labels Missing,Zone-2 South,1,NONE,NOISE
CMP-11384,2026-08-23 03:50:17,2026-08-21,11:20:58,VEN-016,Neighborhood Eatery 16,Restaurant,Felt unwell after having Sushi Roll at Neighborhood Eatery 16. Minor stomach discomfort.,"Nausea, Fever",4.3,Pasta Alfredo,Dinner,2026-06-01,83.0,PASS,Minor Sanitation,Zone-2 South,1,NONE,NOISE
CMP-11385,2026-08-09 01:52:26,2026-08-07,17:11:35,VEN-017,Neighborhood Eatery 17,Bakery,Felt unwell after having Pasta Alfredo at Neighborhood Eatery 17. Minor stomach discomfort.,"Stomachache, Nausea",4.2,Falafel Wrap,Lunch,2026-06-01,73.0,PASS,Minor Sanitation,Zone-2 South,0,NONE,NOISE
CMP-11386,2026-07-31 14:57:05,2026-07-30,06:19:57,VEN-038,Neighborhood Eatery 38,Cafe,Felt unwell after having Veggie Pizza at Neighborhood Eatery 38. Minor stomach discomfort.,"Fatigue, Diarrhea, Dizziness",20.4,Sushi Roll,Snack,2026-06-01,76.0,PASS,Minor Sanitation,Zone-5 East,1,NONE,NOISE
CMP-11387,2026-08-07 00:33:43,2026-08-05,10:03:22,VEN-003,Central Mayo Deli & Cafe,Deli,Felt unwell after having Veggie Pizza at Central Mayo Deli & Cafe. Minor stomach discomfort.,"Stomachache, Nausea, Fatigue",9.9,Club Sandwich,Snack,2026-06-01,74.0,CONDITIONAL_PASS,Inadequate Handwashing Station,Zone-3 Central,1,NONE,NOISE
CMP-11388,2026-08-13 11:17:34,2026-08-12,03:31:36,VEN-026,Neighborhood Eatery 26,Grocery,Felt unwell after having Falafel Wrap at Neighborhood Eatery 26. Minor stomach discomfort.,"Nausea, Vomiting",19.9,Club Sandwich,Snack,2026-06-01,80.0,PASS,None,Zone-2 South,1,NONE,NOISE
CMP-11389,2026-08-25 00:49:19,2026-08-24,14:30:29,VEN-043,Neighborhood Eatery 43,Food Stand,Felt unwell after having Club Sandwich at Neighborhood Eatery 43. Minor stomach discomfort.,"Stomachache, Headache",22.3,Cheese Burger,Snack,2026-06-01,78.0,CONDITIONAL_PASS,Storage Labels Missing,Zone-5 East,0,NONE,NOISE
CMP-11390,2026-07-23 12:45:37,2026-07-22,18:33:03,VEN-017,Neighborhood Eatery 17,Bakery,Felt unwell after having Fish Tacos at Neighborhood Eatery 17. Minor stomach discomfort.,"Fatigue, Dizziness",3.1,Falafel Wrap,Dinner,2026-06-01,73.0,PASS,Minor Sanitation,Zone-2 South,0,NONE,NOISE
CMP-11391,2026-08-18 03:52:05,2026-08-16,14:24:39,VEN-050,Neighborhood Eatery 50,Restaurant,Felt unwell after having Ice Cream at Neighborhood Eatery 50. Minor stomach discomfort.,"Fever, Fatigue, Vomiting",18.6,Grilled Chicken Salad,Snack,2026-06-01,78.0,CONDITIONAL_PASS,Minor Sanitation,Zone-5 East,0,NONE,NOISE
CMP-11392,2026-07-21 23:24:45,2026-07-20,11:22:45,VEN-006,Downtown Taco Express,Food Truck,Felt unwell after having Fish Tacos at Downtown Taco Express. Minor stomach discomfort.,"Diarrhea, Nausea",22.1,Veggie Pizza,Snack,2026-06-01,88.0,PASS,None,Zone-2 South,0,NONE,NOISE
CMP-11393,2026-08-08 06:44:20,2026-08-06,17:56:13,VEN-021,Neighborhood Eatery 21,Restaurant,Felt unwell after having Fish Tacos at Neighborhood Eatery 21. Minor stomach discomfort.,"Fatigue, Headache",9.4,Falafel Wrap,Dinner,2026-06-01,77.0,PASS,None,Zone-1 North,1,NONE,NOISE
CMP-11394,2026-07-11 01:19:04,2026-07-10,22:35:07,VEN-049,Neighborhood Eatery 49,Restaurant,Felt unwell after having Fish Tacos at Neighborhood Eatery 49. Minor stomach discomfort.,"Diarrhea, Fatigue, Fever",16.1,Pasta Alfredo,Lunch,2026-06-01,98.0,PASS,Minor Sanitation,Zone-2 South,0,NONE,NOISE
CMP-11395,2026-08-07 12:25:14,2026-08-07,06:07:33,VEN-026,Neighborhood Eatery 26,Grocery,Felt unwell after having Fried Rice at Neighborhood Eatery 26. Minor stomach discomfort.,"Dizziness, Fatigue, Headache",5.2,Steak Bowl,Dinner,2026-06-01,80.0,PASS,None,Zone-2 South,1,NONE,NOISE
CMP-11396,2026-07-09 16:48:44,2026-07-07,23:56:30,VEN-026,Neighborhood Eatery 26,Grocery,Felt unwell after having Pasta Alfredo at Neighborhood Eatery 26. Minor stomach discomfort.,"Stomachache, Headache, Fatigue",11.7,Cheese Burger,Lunch,2026-06-01,80.0,PASS,None,Zone-2 South,1,NONE,NOISE
CMP-11397,2026-07-11 15:02:28,2026-07-11,11:49:43,VEN-036,Neighborhood Eatery 36,Restaurant,Felt unwell after having Fish Tacos at Neighborhood Eatery 36. Minor stomach discomfort.,"Vomiting, Stomachache, Dizziness",11.7,Fish Tacos,Lunch,2026-06-01,75.0,PASS,None,Zone-3 Central,0,NONE,NOISE
CMP-11398,2026-07-20 02:31:56,2026-07-18,09:05:09,VEN-001,Golden Spice Biryani House,Restaurant,Felt unwell after having Falafel Wrap at Golden Spice Biryani House. Minor stomach discomfort.,"Dizziness, Diarrhea",14.1,Fried Rice,Lunch,2026-06-01,62.0,FAIL,Improper Refrigeration Temp,Zone-1 North,1,NONE,NOISE
CMP-11399,2026-07-13 00:22:09,2026-07-12,03:59:12,VEN-027,Neighborhood Eatery 27,Restaurant,Felt unwell after having Fried Rice at Neighborhood Eatery 27. Minor stomach discomfort.,"Diarrhea, Fever",19.5,Steak Bowl,Dinner,2026-06-01,78.0,PASS,None,Zone-3 Central,0,NONE,NOISE
CMP-11400,2026-07-24 10:43:49,2026-07-22,13:37:54,VEN-028,Neighborhood Eatery 28,Grocery,Felt unwell after having Steak Bowl at Neighborhood Eatery 28. Minor stomach discomfort.,"Fever, Nausea, Fatigue",5.0,Fish Tacos,Lunch,2026-06-01,90.0,PASS,Minor Sanitation,Zone-3 Central,0,NONE,NOISE
CMP-11401,2026-08-29 23:28:37,2026-08-28,22:08:03,VEN-007,Green Leaf Salad Bar,Restaurant,Felt unwell after having Falafel Wrap at Green Leaf Salad Bar. Minor stomach discomfort.,"Fever, Nausea, Diarrhea",7.0,Steak Bowl,Lunch,2026-06-01,92.0,PASS,None,Zone-3 Central,0,NONE,NOISE
CMP-11402,2026-07-18 07:37:51,2026-07-17,08:27:35,VEN-030,Neighborhood Eatery 30,Grocery,Felt unwell after having Falafel Wrap at Neighborhood Eatery 30. Minor stomach discomfort.,"Dizziness, Nausea",23.0,Grilled Chicken Salad,Breakfast,2026-06-01,93.0,CONDITIONAL_PASS,Minor Sanitation,Zone-5 East,0,NONE,NOISE
CMP-11403,2026-07-28 21:24:03,2026-07-27,02:11:32,VEN-036,Neighborhood Eatery 36,Restaurant,Felt unwell after having Falafel Wrap at Neighborhood Eatery 36. Minor stomach discomfort.,"Headache, Nausea, Fever",9.8,Pasta Alfredo,Dinner,2026-06-01,75.0,PASS,None,Zone-3 Central,0,NONE,NOISE
CMP-11404,2026-07-03 14:03:23,2026-07-02,16:14:18,VEN-047,Neighborhood Eatery 47,Restaurant,Felt unwell after having Grilled Chicken Salad at Neighborhood Eatery 47. Minor stomach discomfort.,"Vomiting, Fever",11.9,Ice Cream,Dinner,2026-06-01,88.0,CONDITIONAL_PASS,None,Zone-3 Central,0,NONE,NOISE
CMP-11405,2026-07-16 02:03:16,2026-07-15,00:41:19,VEN-022,Neighborhood Eatery 22,Bakery,Felt unwell after having Sushi Roll at Neighborhood Eatery 22. Minor stomach discomfort.,Fever,21.0,Fried Rice,Breakfast,2026-06-01,78.0,PASS,Storage Labels Missing,Zone-1 North,0,NONE,NOISE
CMP-11406,2026-08-16 04:31:48,2026-08-14,14:53:51,VEN-046,Neighborhood Eatery 46,Food Stand,Felt unwell after having Veggie Pizza at Neighborhood Eatery 46. Minor stomach discomfort.,"Stomachache, Diarrhea, Vomiting",18.1,Fish Tacos,Lunch,2026-06-01,73.0,PASS,None,Zone-5 East,0,NONE,NOISE
CMP-11407,2026-08-17 17:55:38,2026-08-16,01:29:00,VEN-039,Neighborhood Eatery 39,Bakery,Felt unwell after having Cheese Burger at Neighborhood Eatery 39. Minor stomach discomfort.,"Fatigue, Fever, Nausea",9.3,Veggie Pizza,Snack,2026-06-01,70.0,CONDITIONAL_PASS,Minor Sanitation,Zone-5 East,1,NONE,NOISE
CMP-11408,2026-08-13 01:47:08,2026-08-11,10:45:34,VEN-037,Neighborhood Eatery 37,Cafe,Felt unwell after having Sushi Roll at Neighborhood Eatery 37. Minor stomach discomfort.,"Fatigue, Stomachache, Headache",6.0,Pasta Alfredo,Dinner,2026-06-01,86.0,PASS,Storage Labels Missing,Zone-5 East,0,NONE,NOISE
CMP-11409,2026-08-13 15:33:22,2026-08-12,14:34:15,VEN-012,Neighborhood Eatery 12,Bakery,Felt unwell after having Grilled Chicken Salad at Neighborhood Eatery 12. Minor stomach discomfort.,"Dizziness, Stomachache",7.0,Club Sandwich,Breakfast,2026-06-01,93.0,CONDITIONAL_PASS,None,Zone-1 North,1,NONE,NOISE
CMP-11410,2026-07-28 12:44:39,2026-07-27,22:53:12,VEN-022,Neighborhood Eatery 22,Bakery,Felt unwell after having Fried Rice at Neighborhood Eatery 22. Minor stomach discomfort.,Nausea,17.0,Veggie Pizza,Lunch,2026-06-01,78.0,PASS,Storage Labels Missing,Zone-1 North,0,NONE,NOISE
CMP-11411,2026-08-28 16:16:57,2026-08-28,14:04:05,VEN-001,Golden Spice Biryani House,Restaurant,Felt unwell after having Sushi Roll at Golden Spice Biryani House. Minor stomach discomfort.,"Nausea, Dizziness",21.9,Fried Rice,Dinner,2026-06-01,62.0,FAIL,Improper Refrigeration Temp,Zone-1 North,1,NONE,NOISE
CMP-11412,2026-08-27 20:44:54,2026-08-26,14:11:17,VEN-005,Sunshine Senior Care Diner,Cafeteria,Felt unwell after having Grilled Chicken Salad at Sunshine Senior Care Diner. Minor stomach discomfort.,"Vomiting, Headache, Nausea",21.2,Grilled Chicken Salad,Dinner,2026-06-01,65.0,CONDITIONAL_PASS,Hot Holding Below 135F,Zone-5 East,1,NONE,NOISE
CMP-11413,2026-07-12 09:21:12,2026-07-10,16:26:19,VEN-037,Neighborhood Eatery 37,Cafe,Felt unwell after having Grilled Chicken Salad at Neighborhood Eatery 37. Minor stomach discomfort.,"Headache, Dizziness, Vomiting",2.7,Cheese Burger,Breakfast,2026-06-01,86.0,PASS,Storage Labels Missing,Zone-5 East,0,NONE,NOISE
CMP-11414,2026-08-26 13:02:00,2026-08-25,03:36:50,VEN-020,Neighborhood Eatery 20,Cafe,Felt unwell after having Fried Rice at Neighborhood Eatery 20. Minor stomach discomfort.,"Headache, Nausea, Vomiting",6.2,Grilled Chicken Salad,Dinner,2026-06-01,88.0,PASS,Storage Labels Missing,Zone-5 East,0,NONE,NOISE
CMP-11415,2026-08-26 14:20:41,2026-08-25,18:27:28,VEN-030,Neighborhood Eatery 30,Grocery,Felt unwell after having Falafel Wrap at Neighborhood Eatery 30. Minor stomach discomfort.,Stomachache,9.4,Steak Bowl,Lunch,2026-06-01,93.0,CONDITIONAL_PASS,Minor Sanitation,Zone-5 East,0,NONE,NOISE
CMP-11416,2026-08-28 10:44:08,2026-08-26,20:12:33,VEN-016,Neighborhood Eatery 16,Restaurant,Felt unwell after having Cheese Burger at Neighborhood Eatery 16. Minor stomach discomfort.,"Nausea, Vomiting",19.8,Club Sandwich,Breakfast,2026-06-01,83.0,PASS,Minor Sanitation,Zone-2 South,1,NONE,NOISE
CMP-11417,2026-07-07 10:41:17,2026-07-05,14:44:32,VEN-034,Neighborhood Eatery 34,Grocery,Felt unwell after having Fried Rice at Neighborhood Eatery 34. Minor stomach discomfort.,"Dizziness, Fatigue, Diarrhea",16.2,Pasta Alfredo,Dinner,2026-06-01,78.0,CONDITIONAL_PASS,None,Zone-4 Harbor,1,NONE,NOISE
CMP-11418,2026-07-28 09:44:08,2026-07-26,12:18:00,VEN-009,Burger Haven,Fast Food,Felt unwell after having Sushi Roll at Burger Haven. Minor stomach discomfort.,"Dizziness, Vomiting",3.8,Cheese Burger,Snack,2026-06-01,79.0,PASS,Minor Equipment Cleaning,Zone-2 South,0,NONE,NOISE
CMP-11419,2026-07-21 02:35:57,2026-07-20,06:42:51,VEN-007,Green Leaf Salad Bar,Restaurant,Felt unwell after having Falafel Wrap at Green Leaf Salad Bar. Minor stomach discomfort.,"Nausea, Diarrhea",20.3,Fish Tacos,Breakfast,2026-06-01,92.0,PASS,None,Zone-3 Central,0,NONE,NOISE
CMP-11420,2026-08-24 14:33:42,2026-08-23,10:16:58,VEN-020,Neighborhood Eatery 20,Cafe,Felt unwell after having Grilled Chicken Salad at Neighborhood Eatery 20. Minor stomach discomfort.,"Fever, Fatigue, Nausea",13.8,Cheese Burger,Dinner,2026-06-01,88.0,PASS,Storage Labels Missing,Zone-5 East,0,NONE,NOISE
CMP-11421,2026-07-13 14:12:16,2026-07-13,09:47:33,VEN-025,Neighborhood Eatery 25,Bakery,Felt unwell after having Club Sandwich at Neighborhood Eatery 25. Minor stomach discomfort.,"Headache, Diarrhea",10.2,Cheese Burger,Lunch,2026-06-01,82.0,PASS,Storage Labels Missing,Zone-2 South,0,NONE,NOISE
CMP-11422,2026-07-28 22:52:24,2026-07-28,10:40:53,VEN-007,Green Leaf Salad Bar,Restaurant,Felt unwell after having Steak Bowl at Green Leaf Salad Bar. Minor stomach discomfort.,Vomiting,12.9,Fried Rice,Breakfast,2026-06-01,92.0,PASS,None,Zone-3 Central,0,NONE,NOISE
CMP-11423,2026-08-25 20:44:56,2026-08-24,11:02:13,VEN-003,Central Mayo Deli & Cafe,Deli,Felt unwell after having Pasta Alfredo at Central Mayo Deli & Cafe. Minor stomach discomfort.,Vomiting,16.5,Steak Bowl,Lunch,2026-06-01,74.0,CONDITIONAL_PASS,Inadequate Handwashing Station,Zone-3 Central,1,NONE,NOISE
CMP-11424,2026-08-20 07:11:12,2026-08-18,14:38:54,VEN-025,Neighborhood Eatery 25,Bakery,Felt unwell after having Cheese Burger at Neighborhood Eatery 25. Minor stomach discomfort.,Headache,15.2,Fried Rice,Dinner,2026-06-01,82.0,PASS,Storage Labels Missing,Zone-2 South,0,NONE,NOISE
CMP-11425,2026-08-11 20:48:50,2026-08-10,01:19:04,VEN-028,Neighborhood Eatery 28,Grocery,Felt unwell after having Pasta Alfredo at Neighborhood Eatery 28. Minor stomach discomfort.,Diarrhea,11.0,Cheese Burger,Snack,2026-06-01,90.0,PASS,Minor Sanitation,Zone-3 Central,0,NONE,NOISE
CMP-11426,2026-07-24 19:17:34,2026-07-24,08:34:34,VEN-027,Neighborhood Eatery 27,Restaurant,Felt unwell after having Falafel Wrap at Neighborhood Eatery 27. Minor stomach discomfort.,"Nausea, Fever",17.2,Cheese Burger,Snack,2026-06-01,78.0,PASS,None,Zone-3 Central,0,NONE,NOISE
CMP-11427,2026-08-10 08:01:05,2026-08-09,00:41:19,VEN-009,Burger Haven,Fast Food,Felt unwell after having Veggie Pizza at Burger Haven. Minor stomach discomfort.,Fatigue,3.5,Ice Cream,Dinner,2026-06-01,79.0,PASS,Minor Equipment Cleaning,Zone-2 South,0,NONE,NOISE
CMP-11428,2026-08-27 04:48:01,2026-08-25,19:28:43,VEN-011,Neighborhood Eatery 11,Restaurant,Felt unwell after having Sushi Roll at Neighborhood Eatery 11. Minor stomach discomfort.,"Diarrhea, Headache",20.8,Pasta Alfredo,Breakfast,2026-06-01,78.0,PASS,None,Zone-1 North,1,NONE,NOISE
CMP-11429,2026-07-09 07:41:09,2026-07-07,13:01:15,VEN-049,Neighborhood Eatery 49,Restaurant,Felt unwell after having Veggie Pizza at Neighborhood Eatery 49. Minor stomach discomfort.,"Fatigue, Stomachache, Dizziness",13.4,Cheese Burger,Snack,2026-06-01,98.0,PASS,Minor Sanitation,Zone-2 South,0,NONE,NOISE
CMP-11430,2026-07-08 02:56:33,2026-07-06,10:37:13,VEN-031,Neighborhood Eatery 31,Grocery,Felt unwell after having Grilled Chicken Salad at Neighborhood Eatery 31. Minor stomach discomfort.,Stomachache,7.3,Fried Rice,Dinner,2026-06-01,77.0,PASS,Storage Labels Missing,Zone-4 Harbor,0,NONE,NOISE
CMP-11431,2026-08-15 01:49:38,2026-08-13,12:26:50,VEN-029,Neighborhood Eatery 29,Food Stand,Felt unwell after having Club Sandwich at Neighborhood Eatery 29. Minor stomach discomfort.,"Vomiting, Dizziness, Stomachache",17.9,Cheese Burger,Breakfast,2026-06-01,74.0,PASS,Storage Labels Missing,Zone-2 South,0,NONE,NOISE
CMP-11432,2026-07-22 18:21:01,2026-07-20,21:56:44,VEN-010,Grand Palace Hotel Kitchen,Hotel Kitchen,Felt unwell after having Steak Bowl at Grand Palace Hotel Kitchen. Minor stomach discomfort.,"Vomiting, Fever",3.2,Sushi Roll,Lunch,2026-06-01,95.0,PASS,None,Zone-4 Harbor,0,NONE,NOISE
CMP-11433,2026-07-31 21:27:42,2026-07-30,14:36:36,VEN-019,Neighborhood Eatery 19,Food Stand,Felt unwell after having Steak Bowl at Neighborhood Eatery 19. Minor stomach discomfort.,"Fatigue, Nausea, Vomiting",3.5,Fish Tacos,Dinner,2026-06-01,82.0,PASS,Storage Labels Missing,Zone-5 East,0,NONE,NOISE
CMP-11434,2026-07-11 13:06:43,2026-07-10,20:30:16,VEN-036,Neighborhood Eatery 36,Restaurant,Felt unwell after having Veggie Pizza at Neighborhood Eatery 36. Minor stomach discomfort.,"Stomachache, Vomiting, Diarrhea",13.8,Fried Rice,Lunch,2026-06-01,75.0,PASS,None,Zone-3 Central,0,NONE,NOISE
CMP-11435,2026-08-26 16:07:18,2026-08-26,07:31:16,VEN-047,Neighborhood Eatery 47,Restaurant,Felt unwell after having Veggie Pizza at Neighborhood Eatery 47. Minor stomach discomfort.,"Vomiting, Nausea, Fatigue",2.1,Cheese Burger,Snack,2026-06-01,88.0,CONDITIONAL_PASS,None,Zone-3 Central,0,NONE,NOISE
CMP-11436,2026-08-05 04:58:58,2026-08-03,15:55:22,VEN-050,Neighborhood Eatery 50,Restaurant,Felt unwell after having Cheese Burger at Neighborhood Eatery 50. Minor stomach discomfort.,"Stomachache, Nausea, Fever",20.1,Falafel Wrap,Snack,2026-06-01,78.0,CONDITIONAL_PASS,Minor Sanitation,Zone-5 East,0,NONE,NOISE
CMP-11437,2026-08-11 20:33:38,2026-08-10,00:41:22,VEN-019,Neighborhood Eatery 19,Food Stand,Felt unwell after having Fish Tacos at Neighborhood Eatery 19. Minor stomach discomfort.,"Fatigue, Diarrhea, Headache",9.6,Club Sandwich,Snack,2026-06-01,82.0,PASS,Storage Labels Missing,Zone-5 East,0,NONE,NOISE
CMP-11438,2026-08-25 15:38:58,2026-08-24,12:58:21,VEN-031,Neighborhood Eatery 31,Grocery,Felt unwell after having Steak Bowl at Neighborhood Eatery 31. Minor stomach discomfort.,Headache,8.3,Grilled Chicken Salad,Snack,2026-06-01,77.0,PASS,Storage Labels Missing,Zone-4 Harbor,0,NONE,NOISE
CMP-11439,2026-08-23 14:49:25,2026-08-23,11:51:38,VEN-017,Neighborhood Eatery 17,Bakery,Felt unwell after having Pasta Alfredo at Neighborhood Eatery 17. Minor stomach discomfort.,Nausea,12.1,Ice Cream,Lunch,2026-06-01,73.0,PASS,Minor Sanitation,Zone-2 South,0,NONE,NOISE
CMP-11440,2026-07-09 11:04:15,2026-07-08,23:29:53,VEN-026,Neighborhood Eatery 26,Grocery,Felt unwell after having Sushi Roll at Neighborhood Eatery 26. Minor stomach discomfort.,"Dizziness, Vomiting",18.1,Falafel Wrap,Snack,2026-06-01,80.0,PASS,None,Zone-2 South,1,NONE,NOISE
CMP-11441,2026-07-23 11:21:03,2026-07-22,15:00:08,VEN-030,Neighborhood Eatery 30,Grocery,Felt unwell after having Ice Cream at Neighborhood Eatery 30. Minor stomach discomfort.,Vomiting,6.8,Fish Tacos,Lunch,2026-06-01,93.0,CONDITIONAL_PASS,Minor Sanitation,Zone-5 East,0,NONE,NOISE
CMP-11442,2026-08-10 12:16:56,2026-08-08,16:51:58,VEN-047,Neighborhood Eatery 47,Restaurant,Felt unwell after having Ice Cream at Neighborhood Eatery 47. Minor stomach discomfort.,"Fever, Fatigue",8.8,Sushi Roll,Lunch,2026-06-01,88.0,CONDITIONAL_PASS,None,Zone-3 Central,0,NONE,NOISE
CMP-11443,2026-07-08 12:06:35,2026-07-07,20:17:42,VEN-031,Neighborhood Eatery 31,Grocery,Felt unwell after having Fried Rice at Neighborhood Eatery 31. Minor stomach discomfort.,"Nausea, Stomachache",6.8,Ice Cream,Lunch,2026-06-01,77.0,PASS,Storage Labels Missing,Zone-4 Harbor,0,NONE,NOISE
CMP-11444,2026-07-24 21:47:54,2026-07-24,11:30:13,VEN-043,Neighborhood Eatery 43,Food Stand,Felt unwell after having Falafel Wrap at Neighborhood Eatery 43. Minor stomach discomfort.,Vomiting,10.5,Club Sandwich,Lunch,2026-06-01,78.0,CONDITIONAL_PASS,Storage Labels Missing,Zone-5 East,0,NONE,NOISE
CMP-11445,2026-08-30 00:45:57,2026-08-28,11:22:51,VEN-018,Neighborhood Eatery 18,Restaurant,Felt unwell after having Club Sandwich at Neighborhood Eatery 18. Minor stomach discomfort.,"Vomiting, Stomachache",11.0,Falafel Wrap,Lunch,2026-06-01,89.0,PASS,None,Zone-3 Central,0,NONE,NOISE
CMP-11446,2026-07-10 02:20:57,2026-07-09,09:48:12,VEN-048,Neighborhood Eatery 48,Grocery,Felt unwell after having Fried Rice at Neighborhood Eatery 48. Minor stomach discomfort.,"Nausea, Fever, Fatigue",19.3,Veggie Pizza,Breakfast,2026-06-01,72.0,CONDITIONAL_PASS,Storage Labels Missing,Zone-2 South,0,NONE,NOISE
CMP-11447,2026-08-26 09:54:52,2026-08-25,16:39:54,VEN-001,Golden Spice Biryani House,Restaurant,Felt unwell after having Veggie Pizza at Golden Spice Biryani House. Minor stomach discomfort.,"Fever, Stomachache",18.4,Fish Tacos,Dinner,2026-06-01,62.0,FAIL,Improper Refrigeration Temp,Zone-1 North,1,NONE,NOISE
CMP-11448,2026-07-24 00:27:20,2026-07-22,19:37:01,VEN-005,Sunshine Senior Care Diner,Cafeteria,Felt unwell after having Falafel Wrap at Sunshine Senior Care Diner. Minor stomach discomfort.,"Fever, Fatigue",5.9,Pasta Alfredo,Breakfast,2026-06-01,65.0,CONDITIONAL_PASS,Hot Holding Below 135F,Zone-5 East,1,NONE,NOISE
CMP-11449,2026-07-11 19:15:48,2026-07-11,09:45:12,VEN-036,Neighborhood Eatery 36,Restaurant,Felt unwell after having Veggie Pizza at Neighborhood Eatery 36. Minor stomach discomfort.,"Dizziness, Stomachache, Diarrhea",14.2,Falafel Wrap,Dinner,2026-06-01,75.0,PASS,None,Zone-3 Central,0,NONE,NOISE
CMP-11450,2026-08-21 11:05:51,2026-08-21,03:52:59,VEN-045,Neighborhood Eatery 45,Bakery,Felt unwell after having Grilled Chicken Salad at Neighborhood Eatery 45. Minor stomach discomfort.,"Stomachache, Dizziness",2.9,Sushi Roll,Snack,2026-06-01,91.0,CONDITIONAL_PASS,Minor Sanitation,Zone-3 Central,0,NONE,NOISE
CMP-11451,2026-07-30 17:07:06,2026-07-29,12:09:16,VEN-025,Neighborhood Eatery 25,Bakery,Felt unwell after having Steak Bowl at Neighborhood Eatery 25. Minor stomach discomfort.,"Headache, Vomiting",21.7,Falafel Wrap,Dinner,2026-06-01,82.0,PASS,Storage Labels Missing,Zone-2 South,0,NONE,NOISE
CMP-11452,2026-08-30 11:43:47,2026-08-30,06:33:39,VEN-022,Neighborhood Eatery 22,Bakery,Felt unwell after having Grilled Chicken Salad at Neighborhood Eatery 22. Minor stomach discomfort.,"Diarrhea, Fever, Vomiting",22.2,Veggie Pizza,Lunch,2026-06-01,78.0,PASS,Storage Labels Missing,Zone-1 North,0,NONE,NOISE
CMP-11453,2026-07-21 06:52:47,2026-07-19,09:14:12,VEN-041,Neighborhood Eatery 41,Restaurant,Felt unwell after having Veggie Pizza at Neighborhood Eatery 41. Minor stomach discomfort.,"Fatigue, Nausea",15.7,Fried Rice,Snack,2026-06-01,72.0,PASS,Storage Labels Missing,Zone-2 South,1,NONE,NOISE
CMP-11454,2026-07-23 11:58:34,2026-07-22,10:21:31,VEN-011,Neighborhood Eatery 11,Restaurant,Felt unwell after having Ice Cream at Neighborhood Eatery 11. Minor stomach discomfort.,Fatigue,9.0,Grilled Chicken Salad,Breakfast,2026-06-01,78.0,PASS,None,Zone-1 North,1,NONE,NOISE
CMP-11455,2026-07-15 23:14:12,2026-07-15,00:35:09,VEN-042,Neighborhood Eatery 42,Food Stand,Felt unwell after having Sushi Roll at Neighborhood Eatery 42. Minor stomach discomfort.,"Nausea, Headache",18.5,Club Sandwich,Snack,2026-06-01,94.0,PASS,None,Zone-1 North,1,NONE,NOISE
CMP-11456,2026-07-06 16:46:55,2026-07-06,08:46:20,VEN-043,Neighborhood Eatery 43,Food Stand,Felt unwell after having Fried Rice at Neighborhood Eatery 43. Minor stomach discomfort.,Nausea,8.7,Fish Tacos,Snack,2026-06-01,78.0,CONDITIONAL_PASS,Storage Labels Missing,Zone-5 East,0,NONE,NOISE
CMP-11457,2026-07-25 07:58:43,2026-07-24,17:32:44,VEN-025,Neighborhood Eatery 25,Bakery,Felt unwell after having Sushi Roll at Neighborhood Eatery 25. Minor stomach discomfort.,"Fever, Dizziness",13.3,Sushi Roll,Snack,2026-06-01,82.0,PASS,Storage Labels Missing,Zone-2 South,0,NONE,NOISE
